Data,9,record,timestamp,"952665746",s,position_lat,"-394165430",semicircles,position_long,"1809107097",semicircles,distance,"27051.78",m,altitude,"750.2",m,speed,"8.734",m/s,temperature,"23",C,enhanced_altitude,"750.2",m,enhanced_speed,"8.734",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665747",s,position_lat,"-394166024",semicircles,position_long,"1809106234",semicircles,distance,"27060.51",m,altitude,"750.2",m,speed,"8.51",m/s,temperature,"23",C,enhanced_altitude,"750.2",m,enhanced_speed,"8.51",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665748",s,position_lat,"-394166674",semicircles,position_long,"1809105482",semicircles,distance,"27068.94",m,altitude,"750.2",m,speed,"8.519",m/s,temperature,"23",C,enhanced_altitude,"750.2",m,enhanced_speed,"8.519",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665749",s,position_lat,"-394167374",semicircles,position_long,"1809104787",semicircles,distance,"27077.42",m,altitude,"750.4000000000001",m,speed,"8.286",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"8.286",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665750",s,position_lat,"-394168056",semicircles,position_long,"1809104053",semicircles,distance,"27085.98",m,altitude,"750.4000000000001",m,speed,"8.948",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"8.948",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665751",s,position_lat,"-394168767",semicircles,position_long,"1809103289",semicircles,distance,"27094.89",m,altitude,"750.5999999999999",m,speed,"8.995",m/s,temperature,"23",C,enhanced_altitude,"750.5999999999999",m,enhanced_speed,"8.995",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665752",s,position_lat,"-394169497",semicircles,position_long,"1809102527",semicircles,distance,"27103.93",m,altitude,"750.8",m,speed,"9.275",m/s,temperature,"23",C,enhanced_altitude,"750.8",m,enhanced_speed,"9.275",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665753",s,position_lat,"-394170286",semicircles,position_long,"1809101779",semicircles,distance,"27113.32",m,altitude,"750.8",m,speed,"9.433",m/s,temperature,"23",C,enhanced_altitude,"750.8",m,enhanced_speed,"9.433",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665754",s,position_lat,"-394171081",semicircles,position_long,"1809101082",semicircles,distance,"27122.5",m,altitude,"750.8",m,speed,"9.331",m/s,temperature,"23",C,enhanced_altitude,"750.8",m,enhanced_speed,"9.331",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665755",s,position_lat,"-394171906",semicircles,position_long,"1809100385",semicircles,distance,"27131.91",m,altitude,"750.4000000000001",m,speed,"9.293",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"9.293",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665756",s,position_lat,"-394172741",semicircles,position_long,"1809099680",semicircles,distance,"27141.43",m,altitude,"750.4000000000001",m,speed,"9.723",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"9.723",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665757",s,position_lat,"-394173611",semicircles,position_long,"1809099045",semicircles,distance,"27150.93",m,altitude,"750.4000000000001",m,speed,"9.387",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"9.387",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665758",s,position_lat,"-394174497",semicircles,position_long,"1809098454",semicircles,distance,"27160.37",m,altitude,"750.4000000000001",m,speed,"9.396",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"9.396",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665759",s,position_lat,"-394175396",semicircles,position_long,"1809097908",semicircles,distance,"27169.75",m,altitude,"750.4000000000001",m,speed,"9.256",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"9.256",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665760",s,position_lat,"-394176309",semicircles,position_long,"1809097405",semicircles,distance,"27179.11",m,altitude,"750.4000000000001",m,speed,"9.051",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"9.051",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665761",s,position_lat,"-394177187",semicircles,position_long,"1809096899",semicircles,distance,"27188.18",m,altitude,"750.4000000000001",m,speed,"9.051",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"9.051",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665762",s,position_lat,"-394178043",semicircles,position_long,"1809096392",semicircles,distance,"27197.08",m,altitude,"750.4000000000001",m,speed,"8.575",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"8.575",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665763",s,position_lat,"-394178842",semicircles,position_long,"1809095842",semicircles,distance,"27205.66",m,altitude,"750.4000000000001",m,speed,"8.556",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"8.556",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665764",s,position_lat,"-394179639",semicircles,position_long,"1809095275",semicircles,distance,"27214.3",m,altitude,"750.4000000000001",m,speed,"8.948",m/s,temperature,"23",C,enhanced_altitude,"750.4000000000001",m,enhanced_speed,"8.948",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665765",s,position_lat,"-394180476",semicircles,position_long,"1809094731",semicircles,distance,"27223.17",m,altitude,"750.2",m,speed,"8.855",m/s,temperature,"23",C,enhanced_altitude,"750.2",m,enhanced_speed,"8.855",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665766",s,position_lat,"-394181284",semicircles,position_long,"1809094228",semicircles,distance,"27231.65",m,altitude,"750.0",m,speed,"8.071",m/s,temperature,"23",C,enhanced_altitude,"750.0",m,enhanced_speed,"8.071",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665767",s,position_lat,"-394182018",semicircles,position_long,"1809093726",semicircles,distance,"27239.52",m,altitude,"749.8",m,speed,"7.912",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"7.912",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665768",s,position_lat,"-394182695",semicircles,position_long,"1809093175",semicircles,distance,"27247.15",m,altitude,"749.8",m,speed,"7.81",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"7.81",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665769",s,position_lat,"-394183341",semicircles,position_long,"1809092575",semicircles,distance,"27254.78",m,altitude,"749.8",m,speed,"7.688",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"7.688",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665770",s,position_lat,"-394183987",semicircles,position_long,"1809091931",semicircles,distance,"27262.61",m,altitude,"749.8",m,speed,"7.978",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"7.978",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665771",s,position_lat,"-394184631",semicircles,position_long,"1809091258",semicircles,distance,"27270.59",m,altitude,"749.8",m,speed,"8.136",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.136",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665772",s,position_lat,"-394185290",semicircles,position_long,"1809090566",semicircles,distance,"27278.77",m,altitude,"749.8",m,speed,"8.267",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.267",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665773",s,position_lat,"-394185927",semicircles,position_long,"1809089876",semicircles,distance,"27286.78",m,altitude,"749.8",m,speed,"8.136",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.136",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665774",s,position_lat,"-394186601",semicircles,position_long,"1809089218",semicircles,distance,"27294.89",m,altitude,"749.8",m,speed,"8.155",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.155",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665775",s,position_lat,"-394187321",semicircles,position_long,"1809088566",semicircles,distance,"27303.31",m,altitude,"749.8",m,speed,"8.454",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.454",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665776",s,position_lat,"-394188068",semicircles,position_long,"1809087915",semicircles,distance,"27311.92",m,altitude,"749.5999999999999",m,speed,"8.491",m/s,temperature,"23",C,enhanced_altitude,"749.5999999999999",m,enhanced_speed,"8.491",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665777",s,position_lat,"-394188803",semicircles,position_long,"1809087288",semicircles,distance,"27320.34",m,altitude,"749.5999999999999",m,speed,"8.295",m/s,temperature,"23",C,enhanced_altitude,"749.5999999999999",m,enhanced_speed,"8.295",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665778",s,position_lat,"-394189513",semicircles,position_long,"1809086678",semicircles,distance,"27328.49",m,altitude,"749.5999999999999",m,speed,"8.192",m/s,temperature,"23",C,enhanced_altitude,"749.5999999999999",m,enhanced_speed,"8.192",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665779",s,position_lat,"-394190234",semicircles,position_long,"1809086066",semicircles,distance,"27336.72",m,altitude,"749.8",m,speed,"8.276",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.276",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665780",s,position_lat,"-394190925",semicircles,position_long,"1809085416",semicircles,distance,"27344.91",m,altitude,"749.8",m,speed,"8.015",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.015",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665781",s,position_lat,"-394191585",semicircles,position_long,"1809084730",semicircles,distance,"27353.07",m,altitude,"749.8",m,speed,"8.043",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.043",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665782",s,position_lat,"-394192230",semicircles,position_long,"1809084053",semicircles,distance,"27361.07",m,altitude,"749.8",m,speed,"8.062",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.062",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665783",s,position_lat,"-394192879",semicircles,position_long,"1809083399",semicircles,distance,"27368.98",m,altitude,"749.8",m,speed,"7.894",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"7.894",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665784",s,position_lat,"-394193541",semicircles,position_long,"1809082738",semicircles,distance,"27377.03",m,altitude,"749.8",m,speed,"8.108",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.108",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665785",s,position_lat,"-394194178",semicircles,position_long,"1809082070",semicircles,distance,"27384.93",m,altitude,"749.8",m,speed,"7.847",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"7.847",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665786",s,position_lat,"-394194824",semicircles,position_long,"1809081416",semicircles,distance,"27392.82",m,altitude,"749.8",m,speed,"8.006",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"8.006",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952665787",s,position_lat,"-394195474",semicircles,position_long,"1809080759",semicircles,distance,"27400.76",m,altitude,"749.8",m,speed,"7.922",m/s,temperature,"23",C,enhanced_altitude,"749.8",m,enhanced_speed,"7.922",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
