Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,
Definition,0,file_id,type,1,,time_created,1,,manufacturer,1,,product,1,,product_name,20,,
Data,0,file_id,type,"4",,time_created,"1004259477",,manufacturer,"23",,product,"23",,product_name,"Suunto Ambit3 Sport",,
Definition,1,record,timestamp,1,,position_lat,1,,position_long,1,,,,,,,,
Definition,2,record,timestamp,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,3,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,4,event,event,1,,timestamp,1,,event_type,1,,data,1,,,,,,,,,,,
Definition,5,session,timestamp,1,,start_time,1,,event,1,,event_type,1,,sport,1,,avg_speed,1,,max_speed,1,,total_timer_time,1,,total_elapsed_time,1,,total_distance,1,,max_altitude,1,,min_altitude,1,,total_ascent,1,,total_descent,1,,
Data,2,record,timestamp,"1004257640",s,distance,"7730.0",m,altitude,"3.0",m,speed,"0.0",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257646",s,position_lat,"640260026",semicircles,position_long,"-12123395",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257650",s,distance,"7740.0",m,altitude,"3.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257660",s,distance,"7740.0",m,altitude,"4.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257670",s,distance,"7740.0",m,altitude,"5.0",m,speed,"0.0",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257680",s,distance,"7740.0",m,altitude,"6.0",m,speed,"0.0",m/s,vertical_speed,"0.08",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257690",s,distance,"7740.0",m,altitude,"7.0",m,speed,"0.0",m/s,vertical_speed,"0.11",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257695",s,position_lat,"640260153",semicircles,position_long,"-12121234",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257700",s,position_lat,"640259533",semicircles,position_long,"-12119313",semicircles,distance,"7752.0",m,altitude,"7.0",m,speed,"1.0",m/s,vertical_speed,"0.08",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257704",s,position_lat,"640259056",semicircles,position_long,"-12117046",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257708",s,position_lat,"640258459",semicircles,position_long,"-12115412",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257710",s,distance,"7788.0",m,altitude,"7.0",m,speed,"2.88",m/s,vertical_speed,"0.06",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"2.88",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257715",s,position_lat,"640257851",semicircles,position_long,"-12113682",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257720",s,position_lat,"640257207",semicircles,position_long,"-12111797",semicircles,distance,"7811.0",m,altitude,"6.0",m,speed,"2.21",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.21",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257724",s,position_lat,"640256550",semicircles,position_long,"-12109793",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257728",s,position_lat,"640255954",semicircles,position_long,"-12107943",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257730",s,distance,"7835.0",m,altitude,"4.0",m,speed,"2.7",m/s,vertical_speed,"-0.06",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.7",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257732",s,position_lat,"640255357",semicircles,position_long,"-12106404",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257735",s,position_lat,"640254856",semicircles,position_long,"-12104531",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257739",s,position_lat,"640254245",semicircles,position_long,"-12102563",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257740",s,distance,"7869.0",m,altitude,"3.0",m,speed,"3.05",m/s,vertical_speed,"-0.11",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"3.05",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257744",s,position_lat,"640253577",semicircles,position_long,"-12100964",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257749",s,position_lat,"640252802",semicircles,position_long,"-12099473",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257750",s,distance,"7891.0",m,altitude,"3.0",m,speed,"2.61",m/s,vertical_speed,"-0.13",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.61",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257755",s,position_lat,"640252074",semicircles,position_long,"-12097671",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257760",s,position_lat,"640251382",semicircles,position_long,"-12096061",semicircles,distance,"7914.0",m,altitude,"3.0",m,speed,"2.35",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.35",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257765",s,position_lat,"640250893",semicircles,position_long,"-12094402",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257770",s,position_lat,"640250296",semicircles,position_long,"-12092696",semicircles,distance,"7935.0",m,altitude,"3.0",m,speed,"2.24",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.24",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257775",s,position_lat,"640249688",semicircles,position_long,"-12091169",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257780",s,position_lat,"640249008",semicircles,position_long,"-12089606",semicircles,distance,"7956.0",m,altitude,"3.0",m,speed,"2.19",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.19",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257785",s,position_lat,"640248388",semicircles,position_long,"-12088127",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257790",s,position_lat,"640247696",semicircles,position_long,"-12086325",semicircles,distance,"7978.0",m,altitude,"3.0",m,speed,"2.17",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.17",m/s,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257800",s,distance,"7978.0",m,altitude,"4.0",m,speed,"2.18",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.18",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257810",s,distance,"7978.0",m,altitude,"4.0",m,speed,"0.95",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.95",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257820",s,distance,"7978.0",m,altitude,"4.0",m,speed,"0.45",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.45",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257829",s,position_lat,"640249263",semicircles,position_long,"-12086948",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257830",s,position_lat,"640247975",semicircles,position_long,"-12086411",semicircles,distance,"8005.0",m,altitude,"9.0",m,speed,"1.69",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"1.69",m/s,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257840",s,distance,"8005.0",m,altitude,"9.0",m,speed,"2.39",m/s,vertical_speed,"0.16",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.39",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257850",s,distance,"8005.0",m,altitude,"8.0",m,speed,"1.07",m/s,vertical_speed,"0.11",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"1.07",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257860",s,distance,"8005.0",m,altitude,"6.0",m,speed,"0.0",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257870",s,distance,"8005.0",m,altitude,"5.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257880",s,distance,"8005.0",m,altitude,"7.0",m,speed,"0.0",m/s,vertical_speed,"-0.11",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257890",s,distance,"8005.0",m,altitude,"7.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257900",s,distance,"8005.0",m,altitude,"6.0",m,speed,"0.0",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257905",s,position_lat,"640248399",semicircles,position_long,"-12088264",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257910",s,position_lat,"640248745",semicircles,position_long,"-12090161",semicircles,distance,"8027.0",m,altitude,"5.0",m,speed,"1.77",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"1.77",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257913",s,position_lat,"640249247",semicircles,position_long,"-12091831",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257917",s,position_lat,"640249819",semicircles,position_long,"-12093907",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257920",s,distance,"8050.0",m,altitude,"5.0",m,speed,"3.12",m/s,vertical_speed,"-0.06",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"3.12",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257921",s,position_lat,"640250413",semicircles,position_long,"-12095817",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257925",s,position_lat,"640250974",semicircles,position_long,"-12097631",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257930",s,distance,"8074.0",m,altitude,"5.0",m,speed,"2.96",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.96",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257931",s,position_lat,"640251618",semicircles,position_long,"-12099456",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257936",s,position_lat,"640252286",semicircles,position_long,"-12101234",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257940",s,position_lat,"640252811",semicircles,position_long,"-12102844",semicircles,distance,"8107.0",m,altitude,"5.0",m,speed,"2.4",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.4",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257945",s,position_lat,"640253300",semicircles,position_long,"-12104610",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257950",s,position_lat,"640253706",semicircles,position_long,"-12106316",semicircles,distance,"8128.0",m,altitude,"6.0",m,speed,"2.37",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.37",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257956",s,position_lat,"640254159",semicircles,position_long,"-12108034",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257960",s,distance,"8138.0",m,altitude,"7.0",m,speed,"2.2",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"2.2",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257961",s,position_lat,"640254696",semicircles,position_long,"-12110027",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257965",s,position_lat,"640255233",semicircles,position_long,"-12111924",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004257970",s,position_lat,"640255722",semicircles,position_long,"-12113832",semicircles,distance,"8174.0",m,altitude,"6.0",m,speed,"2.46",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.46",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257978",s,position_lat,"640256200",semicircles,position_long,"-12115538",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257980",s,distance,"8184.0",m,altitude,"6.0",m,speed,"2.21",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.21",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257982",s,position_lat,"640256784",semicircles,position_long,"-12117314",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257987",s,position_lat,"640257238",semicircles,position_long,"-12118948",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004257990",s,distance,"8205.0",m,altitude,"6.0",m,speed,"2.14",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.14",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257992",s,position_lat,"640257572",semicircles,position_long,"-12120881",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004257998",s,position_lat,"640258013",semicircles,position_long,"-12122826",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258000",s,distance,"8228.0",m,altitude,"5.0",m,speed,"2.13",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.13",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258003",s,position_lat,"640258466",semicircles,position_long,"-12124579",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258008",s,position_lat,"640258836",semicircles,position_long,"-12126452",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258010",s,distance,"8249.0",m,altitude,"6.0",m,speed,"2.12",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.12",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258013",s,position_lat,"640259325",semicircles,position_long,"-12128123",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258018",s,position_lat,"640259862",semicircles,position_long,"-12129984",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258020",s,distance,"8271.0",m,altitude,"5.0",m,speed,"2.13",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.13",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004258030",s,position_lat,"640259111",semicircles,position_long,"-12128182",semicircles,distance,"8283.0",m,altitude,"5.0",m,speed,"2.02",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.02",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258034",s,position_lat,"640258777",semicircles,position_long,"-12126023",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258039",s,position_lat,"640258311",semicircles,position_long,"-12124114",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258040",s,distance,"8307.0",m,altitude,"4.0",m,speed,"2.44",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.44",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258044",s,position_lat,"640257693",semicircles,position_long,"-12122293",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258049",s,position_lat,"640257061",semicircles,position_long,"-12120241",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258050",s,distance,"8331.0",m,altitude,"5.0",m,speed,"2.39",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.39",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258053",s,position_lat,"640256536",semicircles,position_long,"-12118571",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258058",s,position_lat,"640256142",semicircles,position_long,"-12116817",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258060",s,distance,"8352.0",m,altitude,"5.0",m,speed,"2.43",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.43",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258064",s,position_lat,"640255486",semicircles,position_long,"-12115171",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004258070",s,position_lat,"640254806",semicircles,position_long,"-12113548",semicircles,distance,"8374.0",m,altitude,"5.0",m,speed,"2.2",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.2",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258075",s,position_lat,"640254126",semicircles,position_long,"-12111914",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258080",s,distance,"8385.0",m,altitude,"5.0",m,speed,"2.15",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.15",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258081",s,position_lat,"640253506",semicircles,position_long,"-12110065",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258087",s,position_lat,"640252838",semicircles,position_long,"-12108263",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258090",s,distance,"8409.0",m,altitude,"6.0",m,speed,"2.11",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.11",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258091",s,position_lat,"640252253",semicircles,position_long,"-12106211",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258096",s,position_lat,"640251537",semicircles,position_long,"-12104386",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258100",s,distance,"8433.0",m,altitude,"6.0",m,speed,"2.34",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.34",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258101",s,position_lat,"640250877",semicircles,position_long,"-12102686",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258105",s,position_lat,"640250185",semicircles,position_long,"-12101147",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004258110",s,position_lat,"640249708",semicircles,position_long,"-12099357",semicircles,distance,"8466.0",m,altitude,"6.0",m,speed,"2.38",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.38",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258115",s,position_lat,"640249159",semicircles,position_long,"-12097747",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258120",s,distance,"8476.0",m,altitude,"6.0",m,speed,"2.28",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.28",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258121",s,position_lat,"640248491",semicircles,position_long,"-12095933",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258126",s,position_lat,"640247859",semicircles,position_long,"-12094346",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258130",s,distance,"8499.0",m,altitude,"5.0",m,speed,"2.18",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.18",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258132",s,position_lat,"640247227",semicircles,position_long,"-12092712",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258137",s,position_lat,"640246654",semicircles,position_long,"-12091137",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258140",s,distance,"8520.0",m,altitude,"4.0",m,speed,"2.12",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.12",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258141",s,position_lat,"640246129",semicircles,position_long,"-12089455",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258144",s,position_lat,"640245723",semicircles,position_long,"-12087689",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258146",s,position_lat,"640245485",semicircles,position_long,"-12085733",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258148",s,position_lat,"640245258",semicircles,position_long,"-12083442",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004258150",s,position_lat,"640245544",semicircles,position_long,"-12081509",semicircles,distance,"8576.0",m,altitude,"3.0",m,speed,"3.16",m/s,vertical_speed,"-0.1",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"3.16",m/s,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258160",s,distance,"8576.0",m,altitude,"3.0",m,speed,"5.29",m/s,vertical_speed,"-0.08",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"5.29",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258163",s,position_lat,"640246380",semicircles,position_long,"-12083030",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258166",s,position_lat,"640246726",semicircles,position_long,"-12084772",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258169",s,position_lat,"640247131",semicircles,position_long,"-12086633",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258170",s,distance,"8608.0",m,altitude,"4.0",m,speed,"2.91",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.91",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258173",s,position_lat,"640247585",semicircles,position_long,"-12088339",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258178",s,position_lat,"640247990",semicircles,position_long,"-12090368",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258180",s,distance,"8630.0",m,altitude,"7.0",m,speed,"2.77",m/s,vertical_speed,"0.06",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"2.77",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258183",s,position_lat,"640248527",semicircles,position_long,"-12092300",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258188",s,position_lat,"640248992",semicircles,position_long,"-12094328",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258190",s,distance,"8654.0",m,altitude,"8.0",m,speed,"2.49",m/s,vertical_speed,"0.16",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"2.49",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258192",s,position_lat,"640249446",semicircles,position_long,"-12096392",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004258198",s,position_lat,"640249839",semicircles,position_long,"-12098337",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004258200",s,distance,"8678.0",m,altitude,"8.0",m,speed,"2.39",m/s,vertical_speed,"0.15",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"2.39",m/s,,,,,,,,,,,,,,,,,,,,,,
