Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38,Field 39,Value 39,Units 39,Field 40,Value 40,Units 40,Field 41,Value 41,Units 41,Field 42,Value 42,Units 42,Field 43,Value 43,Units 43,Field 44,Value 44,Units 44,Field 45,Value 45,Units 45,Field 46,Value 46,Units 46,Field 47,Value 47,Units 47,Field 48,Value 48,Units 48,Field 49,Value 49,Units 49,Field 50,Value 50,Units 50,Field 51,Value 51,Units 51,Field 52,Value 52,Units 52,Field 53,Value 53,Units 53,Field 54,Value 54,Units 54,Field 55,Value 55,Units 55,Field 56,Value 56,Units 56,Field 57,Value 57,Units 57,Field 58,Value 58,Units 58,Field 59,Value 59,Units 59,Field 60,Value 60,Units 60,Field 61,Value 61,Units 61,Field 62,Value 62,Units 62,Field 63,Value 63,Units 63,Field 64,Value 64,Units 64,Field 65,Value 65,Units 65,Field 66,Value 66,Units 66,Field 67,Value 67,Units 67,Field 68,Value 68,Units 68,Field 69,Value 69,Units 69,Field 70,Value 70,Units 70,Field 71,Value 71,Units 71,Field 72,Value 72,Units 72,Field 73,Value 73,Units 73,Field 74,Value 74,Units 74,Field 75,Value 75,Units 75,Field 76,Value 76,Units 76,Field 77,Value 77,Units 77,Field 78,Value 78,Units 78,Field 79,Value 79,Units 79,Field 80,Value 80,Units 80,Field 81,Value 81,Units 81,Field 82,Value 82,Units 82,
Definition,0,file_id,serial_number,1,,time_created,1,,unknown,1,,manufacturer,1,,product,1,,number,1,,type,1,,
Data,0,file_id,serial_number,"3917908387",,time_created,"1017241593",,manufacturer,"1",,garmin_product,"2050",,type,"4",,,,,,,,
Definition,1,file_creator,software_version,1,,hardware_version,1,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242692",s,position_lat,"598361005",semicircles,position_long,"-59850311",semicircles,distance,"8070.53",m,altitude,"267.6",m,speed,"8.631",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.631",m/s,CurrentAltitude,"0.67276",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242693",s,position_lat,"598361891",semicircles,position_long,"-59850800",semicircles,distance,"8079.29",m,altitude,"267.6",m,speed,"8.5",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.5",m/s,CurrentAltitude,"1.2605896",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242694",s,position_lat,"598362749",semicircles,position_long,"-59851298",semicircles,distance,"8087.83",m,altitude,"267.79999999999995",m,speed,"8.295",m/s,temperature,"24",C,enhanced_altitude,"267.79999999999995",m,enhanced_speed,"8.295",m/s,CurrentAltitude,"1.3445435",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242695",s,position_lat,"598363620",semicircles,position_long,"-59851769",semicircles,distance,"8096.43",m,altitude,"267.79999999999995",m,speed,"8.435",m/s,temperature,"24",C,enhanced_altitude,"267.79999999999995",m,enhanced_speed,"8.435",m/s,CurrentAltitude,"1.3912048",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242696",s,position_lat,"598364513",semicircles,position_long,"-59852212",semicircles,distance,"8105.17",m,altitude,"267.79999999999995",m,speed,"8.65",m/s,temperature,"24",C,enhanced_altitude,"267.79999999999995",m,enhanced_speed,"8.65",m/s,CurrentAltitude,"1.3818665",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242697",s,position_lat,"598365358",semicircles,position_long,"-59852656",semicircles,distance,"8113.48",m,altitude,"267.79999999999995",m,speed,"8.332",m/s,temperature,"24",C,enhanced_altitude,"267.79999999999995",m,enhanced_speed,"8.332",m/s,CurrentAltitude,"1.3258972",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242698",s,position_lat,"598366184",semicircles,position_long,"-59853084",semicircles,distance,"8121.6",m,altitude,"267.79999999999995",m,speed,"8.5",m/s,temperature,"24",C,enhanced_altitude,"267.79999999999995",m,enhanced_speed,"8.5",m/s,CurrentAltitude,"1.2979126",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242699",s,position_lat,"598367047",semicircles,position_long,"-59853538",semicircles,distance,"8130.09",m,altitude,"267.6",m,speed,"8.491",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.491",m/s,CurrentAltitude,"1.2698975",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242700",s,position_lat,"598367928",semicircles,position_long,"-59853988",semicircles,distance,"8138.74",m,altitude,"267.6",m,speed,"8.65",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.65",m/s,CurrentAltitude,"1.2512512",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242701",s,position_lat,"598368774",semicircles,position_long,"-59854513",semicircles,distance,"8147.22",m,altitude,"267.6",m,speed,"8.36",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.36",m/s,CurrentAltitude,"1.2698975",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242702",s,position_lat,"598369570",semicircles,position_long,"-59855142",semicircles,distance,"8155.54",m,altitude,"267.6",m,speed,"8.267",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.267",m/s,CurrentAltitude,"1.2792358",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242703",s,position_lat,"598370406",semicircles,position_long,"-59855686",semicircles,distance,"8163.99",m,altitude,"267.79999999999995",m,speed,"8.407",m/s,temperature,"24",C,enhanced_altitude,"267.79999999999995",m,enhanced_speed,"8.407",m/s,CurrentAltitude,"1.2885742",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242704",s,position_lat,"598371227",semicircles,position_long,"-59856227",semicircles,distance,"8172.3",m,altitude,"267.6",m,speed,"8.584",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.584",m/s,CurrentAltitude,"1.2792358",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242705",s,position_lat,"598372072",semicircles,position_long,"-59856705",semicircles,distance,"8180.68",m,altitude,"267.6",m,speed,"8.575",m/s,temperature,"24",C,enhanced_altitude,"267.6",m,enhanced_speed,"8.575",m/s,CurrentAltitude,"1.1579285",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242706",s,position_lat,"598372891",semicircles,position_long,"-59857227",semicircles,distance,"8188.93",m,altitude,"267.4",m,speed,"8.603",m/s,temperature,"24",C,enhanced_altitude,"267.4",m,enhanced_speed,"8.603",m/s,CurrentAltitude,"1.0273132",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242707",s,position_lat,"598373752",semicircles,position_long,"-59857797",semicircles,distance,"8197.65",m,altitude,"267.4",m,speed,"8.976",m/s,temperature,"24",C,enhanced_altitude,"267.4",m,enhanced_speed,"8.976",m/s,CurrentAltitude,"0.896698",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242708",s,position_lat,"598374682",semicircles,position_long,"-59858398",semicircles,distance,"8207.04",m,altitude,"267.20000000000005",m,speed,"9.424",m/s,temperature,"24",C,enhanced_altitude,"267.20000000000005",m,enhanced_speed,"9.424",m/s,CurrentAltitude,"0.75671387",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242709",s,position_lat,"598375580",semicircles,position_long,"-59859030",semicircles,distance,"8216.23",m,altitude,"267.20000000000005",m,speed,"9.321",m/s,temperature,"24",C,enhanced_altitude,"267.20000000000005",m,enhanced_speed,"9.321",m/s,CurrentAltitude,"0.6820679",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242710",s,position_lat,"598376441",semicircles,position_long,"-59859616",semicircles,distance,"8224.99",m,altitude,"267.0",m,speed,"8.678",m/s,temperature,"24",C,enhanced_altitude,"267.0",m,enhanced_speed,"8.678",m/s,CurrentAltitude,"0.6447449",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242711",s,position_lat,"598377304",semicircles,position_long,"-59860094",semicircles,distance,"8233.53",m,altitude,"267.20000000000005",m,speed,"8.323",m/s,temperature,"24",C,enhanced_altitude,"267.20000000000005",m,enhanced_speed,"8.323",m/s,CurrentAltitude,"0.6820679",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242712",s,position_lat,"598378167",semicircles,position_long,"-59860541",semicircles,distance,"8242.0",m,altitude,"267.20000000000005",m,speed,"8.407",m/s,temperature,"24",C,enhanced_altitude,"267.20000000000005",m,enhanced_speed,"8.407",m/s,CurrentAltitude,"0.6820679",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242713",s,position_lat,"598379077",semicircles,position_long,"-59860932",semicircles,distance,"8250.81",m,altitude,"267.4",m,speed,"8.799",m/s,temperature,"24",C,enhanced_altitude,"267.4",m,enhanced_speed,"8.799",m/s,CurrentAltitude,"0.971344",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242714",s,position_lat,"598380011",semicircles,position_long,"-59861388",semicircles,distance,"8259.93",m,altitude,"267.4",m,speed,"8.967",m/s,temperature,"24",C,enhanced_altitude,"267.4",m,enhanced_speed,"8.967",m/s,CurrentAltitude,"0.9993286",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242715",s,position_lat,"598380907",semicircles,position_long,"-59861952",semicircles,distance,"8268.94",m,altitude,"267.4",m,speed,"9.293",m/s,temperature,"24",C,enhanced_altitude,"267.4",m,enhanced_speed,"9.293",m/s,CurrentAltitude,"0.98999023",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242716",s,position_lat,"598381828",semicircles,position_long,"-59862577",semicircles,distance,"8278.31",m,altitude,"267.20000000000005",m,speed,"9.499",m/s,temperature,"24",C,enhanced_altitude,"267.20000000000005",m,enhanced_speed,"9.499",m/s,CurrentAltitude,"0.98999023",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242717",s,position_lat,"598382722",semicircles,position_long,"-59863174",semicircles,distance,"8287.37",m,altitude,"267.0",m,speed,"8.948",m/s,temperature,"24",C,enhanced_altitude,"267.0",m,enhanced_speed,"8.948",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242718",s,position_lat,"598383587",semicircles,position_long,"-59863685",semicircles,distance,"8295.99",m,altitude,"267.0",m,speed,"8.687",m/s,temperature,"24",C,enhanced_altitude,"267.0",m,enhanced_speed,"8.687",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242719",s,position_lat,"598384473",semicircles,position_long,"-59864194",semicircles,distance,"8304.8",m,altitude,"266.79999999999995",m,speed,"8.901",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"8.901",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242720",s,position_lat,"598385346",semicircles,position_long,"-59864734",semicircles,distance,"8313.56",m,altitude,"266.79999999999995",m,speed,"9.135",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"9.135",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242721",s,position_lat,"598386291",semicircles,position_long,"-59865206",semicircles,distance,"8322.8",m,altitude,"266.79999999999995",m,speed,"9.424",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"9.424",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242722",s,position_lat,"598387291",semicircles,position_long,"-59865633",semicircles,distance,"8332.48",m,altitude,"266.79999999999995",m,speed,"9.583",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"9.583",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242723",s,position_lat,"598388316",semicircles,position_long,"-59866145",semicircles,distance,"8342.51",m,altitude,"266.79999999999995",m,speed,"9.919",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"9.919",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242724",s,position_lat,"598389346",semicircles,position_long,"-59866706",semicircles,distance,"8352.69",m,altitude,"266.79999999999995",m,speed,"9.947",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"9.947",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242725",s,position_lat,"598390338",semicircles,position_long,"-59867339",semicircles,distance,"8362.68",m,altitude,"266.79999999999995",m,speed,"9.956",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"9.956",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242726",s,position_lat,"598391237",semicircles,position_long,"-59868129",semicircles,distance,"8372.29",m,altitude,"266.79999999999995",m,speed,"9.387",m/s,temperature,"24",C,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"9.387",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017242727",s,position_lat,"598391827",semicircles,position_long,"-59869255",semicircles,distance,"8380.97",m,altitude,"266.6",m,speed,"8.762",m/s,temperature,"24",C,enhanced_altitude,"266.6",m,enhanced_speed,"8.762",m/s,CurrentAltitude,"0.65408325",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
